Text,Sentiment,Ticker
ed weekly triangle on pby updating more inform on,1,ED
ed weekly triangle on pby updating more inform on,1,MORE
si vfc cae bajo 14553 entrar cortos stop loss en 14655,-1,VFC
si vfc cae bajo 14553 entrar cortos stop loss en 14655,-1,CAE
ong in bbby after beating 15907 stop loss in 5974,1,BBBY
you are here aap,-1,AAP
ong term bullish as anyone but dont underestimate tsas ability to print an ugly candle today oves to sell off in the afternoon,1,AN
msft thinking of buying this one for swing trade vome is huge today and breaking out above resistace,1,MSFT
msft thinking of buying this one for swing trade vome is huge today and breaking out above resistace,1,ONE
msft thinking of buying this one for swing trade vome is huge today and breaking out above resistace,1,HUGE
msft thinking of buying this one for swing trade vome is huge today and breaking out above resistace,1,OUT
aap 1000 lot bid in the next weekly 470 calls at 5.30 36 delta option could create support with the stock or slight rally,1,AAP
aap 1000 lot bid in the next weekly 470 calls at 5.30 36 delta option could create support with the stock or slight rally,1,BID
aap 1000 lot bid in the next weekly 470 calls at 5.30 36 delta option could create support with the stock or slight rally,1,AT
no 1 is talking abt demarks botched aap call media always parade the hot hand so masses b under the illusion that experts know something,-1,ABT
no 1 is talking abt demarks botched aap call media always parade the hot hand so masses b under the illusion that experts know something,-1,AAP
no 1 is talking abt demarks botched aap call media always parade the hot hand so masses b under the illusion that experts know something,-1,CALL
no 1 is talking abt demarks botched aap call media always parade the hot hand so masses b under the illusion that experts know something,-1,HOT
no 1 is talking abt demarks botched aap call media always parade the hot hand so masses b under the illusion that experts know something,-1,SO
its a racket out there and the media is on it else they would have taken every expert who had been pumping aap all along to task today,-1,OUT
its a racket out there and the media is on it else they would have taken every expert who had been pumping aap all along to task today,-1,IT
its a racket out there and the media is on it else they would have taken every expert who had been pumping aap all along to task today,-1,ELSE
its a racket out there and the media is on it else they would have taken every expert who had been pumping aap all along to task today,-1,BEEN
its a racket out there and the media is on it else they would have taken every expert who had been pumping aap all along to task today,-1,AAP
its a racket out there and the media is on it else they would have taken every expert who had been pumping aap all along to task today,-1,ALL
bac consolidation in progress 33 percent done,1,BAC
reports next wed atw barclays starts at overweight,1,ATW
reports next wed atw barclays starts at overweight,1,AT
msft nice breakout earnings after close,1,MSFT
msft nice breakout earnings after close,1,NICE
buying nfx 140 puts for tomorrow 1.70 avg,-1,NFX
buying nfx 140 puts for tomorrow 1.70 avg,-1,AVG
aap close would like to see williams back under 80 line to si back under 30 last time gain huge,1,AAP
aap close would like to see williams back under 80 line to si back under 30 last time gain huge,1,LINE
aap close would like to see williams back under 80 line to si back under 30 last time gain huge,1,TIME
aap close would like to see williams back under 80 line to si back under 30 last time gain huge,1,GAIN
aap close would like to see williams back under 80 line to si back under 30 last time gain huge,1,HUGE
my spot on y u wanted to avoid aap pre earnings with yahoofinance starts at 2 min mark posted yesterday,-1,AAP
my spot on y u wanted to avoid aap pre earnings with yahoofinance starts at 2 min mark posted yesterday,-1,AT
my spot on y u wanted to avoid aap pre earnings with yahoofinance starts at 2 min mark posted yesterday,-1,MIN
my spot on y u wanted to avoid aap pre earnings with yahoofinance starts at 2 min mark posted yesterday,-1,MARK
adio spot with today talking iwm leadership why new highs on spy are likely and of course aap,1,AAP
fbhs to another tons of these out there right now,1,FBHS
fbhs to another tons of these out there right now,1,OUT
fbhs to another tons of these out there right now,1,NOW
since blog weve found many patterns tmb fbhs eqix find others with his screen,1,MANY
since blog weve found many patterns tmb fbhs eqix find others with his screen,1,FBHS
since blog weve found many patterns tmb fbhs eqix find others with his screen,1,EQIX
since blog weve found many patterns tmb fbhs eqix find others with his screen,1,FIND
gs 140 to 142 feels about right to enter swing position,1,GS
vxy added 2 tranche short 11.33 dead cat bounce done ba bull,-1,CAT
vxy added 2 tranche short 11.33 dead cat bounce done ba bull,-1,BA
acx phase iii statistically better than st of care morphine 5 billion market conservative 10 percent of mkt at 1 times sales equals 10 stock xv bbh,1,III
acx phase iii statistically better than st of care morphine 5 billion market conservative 10 percent of mkt at 1 times sales equals 10 stock xv bbh,1,ST
acx phase iii statistically better than st of care morphine 5 billion market conservative 10 percent of mkt at 1 times sales equals 10 stock xv bbh,1,CARE
acx phase iii statistically better than st of care morphine 5 billion market conservative 10 percent of mkt at 1 times sales equals 10 stock xv bbh,1,AT
aap added some here,1,AAP
aap added some here,1,SOME
goog 15 min dot alert subscibers have made out hge on these signal omg that it serious good,1,GOOG
goog 15 min dot alert subscibers have made out hge on these signal omg that it serious good,1,MIN
goog 15 min dot alert subscibers have made out hge on these signal omg that it serious good,1,OUT
goog 15 min dot alert subscibers have made out hge on these signal omg that it serious good,1,IT
goog 15 min dot alert subscibers have made out hge on these signal omg that it serious good,1,GOOD
dakt volume indicate coming explosion to the upside entry 11.72 stop 11.21,1,DAKT
h broke support today and may drop out of the channel tomorrow if it does watch out posted next 5.25 then 5.00,-1,OUT
h broke support today and may drop out of the channel tomorrow if it does watch out posted next 5.25 then 5.00,-1,IF
h broke support today and may drop out of the channel tomorrow if it does watch out posted next 5.25 then 5.00,-1,IT
h broke support today and may drop out of the channel tomorrow if it does watch out posted next 5.25 then 5.00,-1,OUT
x option trader appears to have put on 9 thousand bearish put spreads in the jul 20 to 13 puts against lower open interest in both strikes pos hedge,-1,BOTH
msft breaking out of solid consolidation and accumulation ive outlined 3 areas of strength in microsoft,1,MSFT
msft breaking out of solid consolidation and accumulation ive outlined 3 areas of strength in microsoft,1,OUT
ebay ripping nearing point around 55.50,1,EBAY
i dont trade stocks but my system warns declining prices in aap since sep 2012,-1,AAP
i dont trade stocks but my system warns declining prices in aap since sep 2012,-1,SEP
aap downgraded at jefferies to hold from buy jefferies said 500 price target,1,AAP
aap downgraded at jefferies to hold from buy jefferies said 500 price target,1,AT
aap oppenheimer reduced price target to 600 from 800,1,AAP
aap bc capital lowered price target to 600 from 725,1,AAP
aap bc capital lowered price target to 600 from 725,1,BC
aap hilliard yons give a buy rating in a note issued to investors on thursday,1,AAP
nice gid working on a very nice bullish base,1,NICE
nice gid working on a very nice bullish base,1,NICE
aap netflix is overpriced but apple is on sale,1,AAP
aap netflix is overpriced but apple is on sale,1,SALE
watchist vbd cox csc cof all need confirmation but if confirmed,1,CSC
watchist vbd cox csc cof all need confirmation but if confirmed,1,COF
watchist vbd cox csc cof all need confirmation but if confirmed,1,ALL
watchist vbd cox csc cof all need confirmation but if confirmed,1,IF
aap in a 12 hour short sale ban at present wonders never cease much like the sentiment shift on stream here,1,AAP
aap in a 12 hour short sale ban at present wonders never cease much like the sentiment shift on stream here,1,SALE
aap in a 12 hour short sale ban at present wonders never cease much like the sentiment shift on stream here,1,AT
nfx is going to the moon easiest long side trade for the long term,1,NFX
nfx is going to the moon easiest long side trade for the long term,1,LONG
nfx is going to the moon easiest long side trade for the long term,1,LONG
watch list stocks that triggered as new buys today included to wnc dgi nti xay if hta,1,WNC
watch list stocks that triggered as new buys today included to wnc dgi nti xay if hta,1,DGI
watch list stocks that triggered as new buys today included to wnc dgi nti xay if hta,1,NTI
watch list stocks that triggered as new buys today included to wnc dgi nti xay if hta,1,IF
watch list stocks that triggered as new buys today included to wnc dgi nti xay if hta,1,HTA
mcp i seem to be the only joker gaming a position here amongst all you speculators,1,MCP
mcp i seem to be the only joker gaming a position here amongst all you speculators,1,ALL
aap what the analysts are saying,1,AAP
aap to should see a bounce between 425 and current price over next few weeks but ultimately heading down to 400,-1,AAP
aap down 60 and vxap down 11 good that vxap is not tradable else many would have hedged their aap shares by going long vxap,-1,AAP
aap down 60 and vxap down 11 good that vxap is not tradable else many would have hedged their aap shares by going long vxap,-1,GOOD
aap down 60 and vxap down 11 good that vxap is not tradable else many would have hedged their aap shares by going long vxap,-1,ELSE
aap down 60 and vxap down 11 good that vxap is not tradable else many would have hedged their aap shares by going long vxap,-1,MANY
aap down 60 and vxap down 11 good that vxap is not tradable else many would have hedged their aap shares by going long vxap,-1,AAP
aap down 60 and vxap down 11 good that vxap is not tradable else many would have hedged their aap shares by going long vxap,-1,LONG
dis bearish to downside to 51.50,-1,DIS
bbby to bearish back to 57 easy from 58.99 or any higher,-1,BBBY
bbby to bearish back to 57 easy from 58.99 or any higher,-1,ANY
tpx to easy short on next move higher to 50 just like imm wait for surge then 3 to 15 minute red bars with volume and short away,-1,TPX
tpx to easy short on next move higher to 50 just like imm wait for surge then 3 to 15 minute red bars with volume and short away,-1,AWAY
apo to eversal confirmed with increasing volume,1,APO
vvtv bought this long for wealth position overnight from 1.80 to 1.90 during xmas as it was same column as ebay on finviz selling now 2.70,-1,LONG
vvtv bought this long for wealth position overnight from 1.80 to 1.90 during xmas as it was same column as ebay on finviz selling now 2.70,-1,IT
vvtv bought this long for wealth position overnight from 1.80 to 1.90 during xmas as it was same column as ebay on finviz selling now 2.70,-1,EBAY
vvtv bought this long for wealth position overnight from 1.80 to 1.90 during xmas as it was same column as ebay on finviz selling now 2.70,-1,NOW
vng been sleeping for too long now predict about to wake up with big volume surge as catalyst higher levels 4.50 shot from here 20 million m day,1,BEEN
vng been sleeping for too long now predict about to wake up with big volume surge as catalyst higher levels 4.50 shot from here 20 million m day,1,TOO
vng been sleeping for too long now predict about to wake up with big volume surge as catalyst higher levels 4.50 shot from here 20 million m day,1,LONG
vng been sleeping for too long now predict about to wake up with big volume surge as catalyst higher levels 4.50 shot from here 20 million m day,1,NOW
vng been sleeping for too long now predict about to wake up with big volume surge as catalyst higher levels 4.50 shot from here 20 million m day,1,WAKE
vng been sleeping for too long now predict about to wake up with big volume surge as catalyst higher levels 4.50 shot from here 20 million m day,1,BIG
amd bailed out at 2.70 dropped under 2.50 thought good but may rebuy in now as going to 3 with catalyst confirmation by end 2013 to 6.00,1,AMD
amd bailed out at 2.70 dropped under 2.50 thought good but may rebuy in now as going to 3 with catalyst confirmation by end 2013 to 6.00,1,OUT
amd bailed out at 2.70 dropped under 2.50 thought good but may rebuy in now as going to 3 with catalyst confirmation by end 2013 to 6.00,1,AT
amd bailed out at 2.70 dropped under 2.50 thought good but may rebuy in now as going to 3 with catalyst confirmation by end 2013 to 6.00,1,GOOD
amd bailed out at 2.70 dropped under 2.50 thought good but may rebuy in now as going to 3 with catalyst confirmation by end 2013 to 6.00,1,NOW
kbh is my trade for tomorrow as long my conditions are met i will shot at 18.24 18.2118.1718.1418.09 18.04 and cover 17.2017.10,-1,KBH
kbh is my trade for tomorrow as long my conditions are met i will shot at 18.24 18.2118.1718.1418.09 18.04 and cover 17.2017.10,-1,LONG
kbh is my trade for tomorrow as long my conditions are met i will shot at 18.24 18.2118.1718.1418.09 18.04 and cover 17.2017.10,-1,MET
kbh is my trade for tomorrow as long my conditions are met i will shot at 18.24 18.2118.1718.1418.09 18.04 and cover 17.2017.10,-1,AT
apa back over 83.55,1,APA
anad over 2.54 or 2.70 we like these two level set ups,1,ANAD
anad over 2.54 or 2.70 we like these two level set ups,1,TWO
anad over 2.54 or 2.70 we like these two level set ups,1,UPS
tho will enter on confirmation tomorrow looking great no pos yet,1,THO
gtat closed above its 50 simple moving average macd continues to trend higher near to cross above 0,1,TREND
aap why so hard to comprehend classic pump and dump asset bubble after jobs died one last pay out parabolic 700 back to normal stock,-1,AAP
aap why so hard to comprehend classic pump and dump asset bubble after jobs died one last pay out parabolic 700 back to normal stock,-1,SO
aap why so hard to comprehend classic pump and dump asset bubble after jobs died one last pay out parabolic 700 back to normal stock,-1,JOBS
aap why so hard to comprehend classic pump and dump asset bubble after jobs died one last pay out parabolic 700 back to normal stock,-1,ONE
aap why so hard to comprehend classic pump and dump asset bubble after jobs died one last pay out parabolic 700 back to normal stock,-1,PAY
aap why so hard to comprehend classic pump and dump asset bubble after jobs died one last pay out parabolic 700 back to normal stock,-1,OUT
brain fart in earlier post meant zagg not deck aap buying ddd and distrib designs via itunes b great 4 adsk too,1,POST
brain fart in earlier post meant zagg not deck aap buying ddd and distrib designs via itunes b great 4 adsk too,1,ZAGG
brain fart in earlier post meant zagg not deck aap buying ddd and distrib designs via itunes b great 4 adsk too,1,DECK
brain fart in earlier post meant zagg not deck aap buying ddd and distrib designs via itunes b great 4 adsk too,1,AAP
brain fart in earlier post meant zagg not deck aap buying ddd and distrib designs via itunes b great 4 adsk too,1,DDD
brain fart in earlier post meant zagg not deck aap buying ddd and distrib designs via itunes b great 4 adsk too,1,VIA
brain fart in earlier post meant zagg not deck aap buying ddd and distrib designs via itunes b great 4 adsk too,1,ADSK
brain fart in earlier post meant zagg not deck aap buying ddd and distrib designs via itunes b great 4 adsk too,1,TOO
kcg i wonder who keeps painting the tape with these few hundred share lots in the am ast few times we rip during the day,1,KCG
kcg i wonder who keeps painting the tape with these few hundred share lots in the am ast few times we rip during the day,1,AM
kcg i wonder who keeps painting the tape with these few hundred share lots in the am ast few times we rip during the day,1,AST
mcp when i look at the volume v price most of the transactions were around 7 this morning equals line the sand for now,1,MCP
mcp when i look at the volume v price most of the transactions were around 7 this morning equals line the sand for now,1,LOOK
mcp when i look at the volume v price most of the transactions were around 7 this morning equals line the sand for now,1,AT
mcp when i look at the volume v price most of the transactions were around 7 this morning equals line the sand for now,1,MOST
mcp when i look at the volume v price most of the transactions were around 7 this morning equals line the sand for now,1,LINE
mcp when i look at the volume v price most of the transactions were around 7 this morning equals line the sand for now,1,SAND
mcp when i look at the volume v price most of the transactions were around 7 this morning equals line the sand for now,1,NOW
ovi on watch list has volume of 10 percent of ave full day to over line a little,1,HAS
ovi on watch list has volume of 10 percent of ave full day to over line a little,1,FULL
ovi on watch list has volume of 10 percent of ave full day to over line a little,1,LINE
anad on watch list over 1 line with volume of 17 percent ave full day,1,ANAD
anad on watch list over 1 line with volume of 17 percent ave full day,1,LINE
anad on watch list over 1 line with volume of 17 percent ave full day,1,FULL
fbn on watch list over 1 lien but under the 200 day ema with volume of 19 percent ave full day,1,FULL
wpi to whoopie changed its name to actavis act to sounds like a bowel health yogurt or an ows protester to we are still short,-1,NAME
wpi to whoopie changed its name to actavis act to sounds like a bowel health yogurt or an ows protester to we are still short,-1,ACT
wpi to whoopie changed its name to actavis act to sounds like a bowel health yogurt or an ows protester to we are still short,-1,AN
a 4 to 6 point pullback would be reasonable after a move like that nflx,1,NFLX
tibx getting some love today gap fill around 25,1,SOME
stocks on watchlist higher hope ur listenin f kbh gpx ssq sbx csod hd chk ebay tex i itg,1,KBH
stocks on watchlist higher hope ur listenin f kbh gpx ssq sbx csod hd chk ebay tex i itg,1,GPX
stocks on watchlist higher hope ur listenin f kbh gpx ssq sbx csod hd chk ebay tex i itg,1,CSOD
stocks on watchlist higher hope ur listenin f kbh gpx ssq sbx csod hd chk ebay tex i itg,1,HD
stocks on watchlist higher hope ur listenin f kbh gpx ssq sbx csod hd chk ebay tex i itg,1,CHK
stocks on watchlist higher hope ur listenin f kbh gpx ssq sbx csod hd chk ebay tex i itg,1,EBAY
stocks on watchlist higher hope ur listenin f kbh gpx ssq sbx csod hd chk ebay tex i itg,1,TEX
stocks on watchlist higher hope ur listenin f kbh gpx ssq sbx csod hd chk ebay tex i itg,1,ITG
no follow thru on nkd out for a 60 calls profit oh well,1,OUT
cs looking to make a move over 29 looking gd i dont trade into earnings but to do after down from 31 just last week and off because aap,1,CS
cs looking to make a move over 29 looking gd i dont trade into earnings but to do after down from 31 just last week and off because aap,1,MAKE
cs looking to make a move over 29 looking gd i dont trade into earnings but to do after down from 31 just last week and off because aap,1,GD
cs looking to make a move over 29 looking gd i dont trade into earnings but to do after down from 31 just last week and off because aap,1,INTO
cs looking to make a move over 29 looking gd i dont trade into earnings but to do after down from 31 just last week and off because aap,1,DO
cs looking to make a move over 29 looking gd i dont trade into earnings but to do after down from 31 just last week and off because aap,1,AAP
come over to the cs train left the station can jump on in at 29 stop after that moving onto to 29.21,1,CS
come over to the cs train left the station can jump on in at 29 stop after that moving onto to 29.21,1,AT
mcp testing highs stops getting hit,1,MCP
pcn any close above 680 is bullish today i love the vome if the big boy want it i want it too,1,PCN
pcn any close above 680 is bullish today i love the vome if the big boy want it i want it too,1,ANY
pcn any close above 680 is bullish today i love the vome if the big boy want it i want it too,1,IF
pcn any close above 680 is bullish today i love the vome if the big boy want it i want it too,1,BIG
pcn any close above 680 is bullish today i love the vome if the big boy want it i want it too,1,IT
pcn any close above 680 is bullish today i love the vome if the big boy want it i want it too,1,IT
pcn any close above 680 is bullish today i love the vome if the big boy want it i want it too,1,TOO
39.50 on ha is a big intraday level to play off today,1,HA
39.50 on ha is a big intraday level to play off today,1,BIG
39.50 on ha is a big intraday level to play off today,1,PLAY
aap go baby go 425 to 440,-1,AAP
aap go baby go 425 to 440,-1,BABY
nice deals of the day chy 4.5 million shares secondary priced o and n 25 now at hod 27.19 mcp trainwreck also priced 37.5 million shares 6 now 7.34,1,NICE
nice deals of the day chy 4.5 million shares secondary priced o and n 25 now at hod 27.19 mcp trainwreck also priced 37.5 million shares 6 now 7.34,1,CHY
nice deals of the day chy 4.5 million shares secondary priced o and n 25 now at hod 27.19 mcp trainwreck also priced 37.5 million shares 6 now 7.34,1,NOW
nice deals of the day chy 4.5 million shares secondary priced o and n 25 now at hod 27.19 mcp trainwreck also priced 37.5 million shares 6 now 7.34,1,AT
nice deals of the day chy 4.5 million shares secondary priced o and n 25 now at hod 27.19 mcp trainwreck also priced 37.5 million shares 6 now 7.34,1,MCP
nice deals of the day chy 4.5 million shares secondary priced o and n 25 now at hod 27.19 mcp trainwreck also priced 37.5 million shares 6 now 7.34,1,ALSO
nice deals of the day chy 4.5 million shares secondary priced o and n 25 now at hod 27.19 mcp trainwreck also priced 37.5 million shares 6 now 7.34,1,NOW
amzn is another free money trade for today we will see where it lands today at the close,1,AMZN
amzn is another free money trade for today we will see where it lands today at the close,1,FREE
amzn is another free money trade for today we will see where it lands today at the close,1,IT
amzn is another free money trade for today we will see where it lands today at the close,1,AT
aap trader keeps reloading selling in 250 lots in the feb 445 puts negative 49 delta option could create support or push stock up temp,1,AAP
aap trader keeps reloading selling in 250 lots in the feb 445 puts negative 49 delta option could create support or push stock up temp,1,PUSH
gtat holding 50 simple moving average ooks like the stock could try and take a trip to 3.62 if volume comes in,1,TRIP
gtat holding 50 simple moving average ooks like the stock could try and take a trip to 3.62 if volume comes in,1,IF
aap doji being put in on 60 min after 7 down candles,1,AAP
aap doji being put in on 60 min after 7 down candles,1,MIN
aap should buy a gold miner at this point and just drill the earth with their cash hoard be evil campaign mix it up,1,AAP
aap should buy a gold miner at this point and just drill the earth with their cash hoard be evil campaign mix it up,1,GOLD
aap should buy a gold miner at this point and just drill the earth with their cash hoard be evil campaign mix it up,1,AT
aap should buy a gold miner at this point and just drill the earth with their cash hoard be evil campaign mix it up,1,CASH
aap should buy a gold miner at this point and just drill the earth with their cash hoard be evil campaign mix it up,1,IT
cs is looking gd at hod only next station we pull up too 30 then my end point is 200 day magnet to 31.84 still about 2 points away,1,CS
cs is looking gd at hod only next station we pull up too 30 then my end point is 200 day magnet to 31.84 still about 2 points away,1,GD
cs is looking gd at hod only next station we pull up too 30 then my end point is 200 day magnet to 31.84 still about 2 points away,1,AT
cs is looking gd at hod only next station we pull up too 30 then my end point is 200 day magnet to 31.84 still about 2 points away,1,TOO
cs is looking gd at hod only next station we pull up too 30 then my end point is 200 day magnet to 31.84 still about 2 points away,1,AWAY
gmc looks good filling gap up to 50,1,GOOD
this market is rollling over folks study days green with momo stocks leading this market lower aap vxx,-1,MOMO
this market is rollling over folks study days green with momo stocks leading this market lower aap vxx,-1,AAP
gmc looks like the free money trade for today headed to 49 so far so good,1,FREE
gmc looks like the free money trade for today headed to 49 so far so good,1,SO
gmc looks like the free money trade for today headed to 49 so far so good,1,SO
gmc looks like the free money trade for today headed to 49 so far so good,1,GOOD
ooking at fb and cst for longs next wk,1,AT
ooking at fb and cst for longs next wk,1,FB
ooking at fb and cst for longs next wk,1,CST
ooking at fb and cst for longs next wk,1,WK
took off my final ddd piece at 70.6 long from 35.2 positive 100 percent,1,DDD
took off my final ddd piece at 70.6 long from 35.2 positive 100 percent,1,AT
took off my final ddd piece at 70.6 long from 35.2 positive 100 percent,1,LONG
i dont have a tech friend in world that owns the stock thats why pcn no one believes anymore,1,TECH
i dont have a tech friend in world that owns the stock thats why pcn no one believes anymore,1,PCN
i dont have a tech friend in world that owns the stock thats why pcn no one believes anymore,1,ONE
why would you buy aap when you can buy cs where the growth is as aap sells ipads and iphones like crazy cs benefits,1,AAP
why would you buy aap when you can buy cs where the growth is as aap sells ipads and iphones like crazy cs benefits,1,CS
why would you buy aap when you can buy cs where the growth is as aap sells ipads and iphones like crazy cs benefits,1,AAP
why would you buy aap when you can buy cs where the growth is as aap sells ipads and iphones like crazy cs benefits,1,CS
nkd the next nfx,1,NFX
aap by by 440 next 425,-1,AAP
cs still getting squeezed laugh agreed for another 2 points,1,CS
gap filled time for aapl to wake up,1,TIME
gap filled time for aapl to wake up,1,AAPL
gap filled time for aapl to wake up,1,WAKE
aap i told you,-1,AAP
anybody else hearing about one of the large credit card payment processing firms being down unable to process payments ma v axp,-1,ELSE
anybody else hearing about one of the large credit card payment processing firms being down unable to process payments ma v axp,-1,ONE
anybody else hearing about one of the large credit card payment processing firms being down unable to process payments ma v axp,-1,MA
anybody else hearing about one of the large credit card payment processing firms being down unable to process payments ma v axp,-1,AXP
aap weekly si finally back under 30 to 1 time since autumn 2008 by lower trend line williams 80,1,AAP
aap weekly si finally back under 30 to 1 time since autumn 2008 by lower trend line williams 80,1,TIME
aap weekly si finally back under 30 to 1 time since autumn 2008 by lower trend line williams 80,1,TREND
aap weekly si finally back under 30 to 1 time since autumn 2008 by lower trend line williams 80,1,LINE
anad looking to break out over 2.70,1,ANAD
anad looking to break out over 2.70,1,OUT
my pal has me all jazzed about tsa which i just bought for first time better be right nailed this and my axe on it,1,HAS
my pal has me all jazzed about tsa which i just bought for first time better be right nailed this and my axe on it,1,ALL
my pal has me all jazzed about tsa which i just bought for first time better be right nailed this and my axe on it,1,TIME
my pal has me all jazzed about tsa which i just bought for first time better be right nailed this and my axe on it,1,AXE
my pal has me all jazzed about tsa which i just bought for first time better be right nailed this and my axe on it,1,IT
aap bull trap here,-1,AAP
faved aap it must be close to the bottom because im making money on the short side,1,AAP
faved aap it must be close to the bottom because im making money on the short side,1,IT
faved aap it must be close to the bottom because im making money on the short side,1,IM
sh enfuego maybe icahn long,1,LONG
aap ouch,-1,AAP
gs got some 145 calls march options today will leave them probably till expiration,1,GS
gs got some 145 calls march options today will leave them probably till expiration,1,SOME
next time you see a free money trade free tweet then ignore at your own risk amzn gmc,1,TIME
next time you see a free money trade free tweet then ignore at your own risk amzn gmc,1,FREE
next time you see a free money trade free tweet then ignore at your own risk amzn gmc,1,FREE
next time you see a free money trade free tweet then ignore at your own risk amzn gmc,1,AT
next time you see a free money trade free tweet then ignore at your own risk amzn gmc,1,AMZN
aap has a herculean task ahead at 465,-1,AAP
aap has a herculean task ahead at 465,-1,HAS
aap has a herculean task ahead at 465,-1,AT
is it the doomsday for aap,-1,IT
is it the doomsday for aap,-1,AAP
aap hmmm ower on volume will see,-1,AAP
aap ouffffff,-1,AAP
aap we are long 445 and mostly thru call ratio back spreads 2 to 1 ratio 460 to 440,1,AAP
aap we are long 445 and mostly thru call ratio back spreads 2 to 1 ratio 460 to 440,1,LONG
aap we are long 445 and mostly thru call ratio back spreads 2 to 1 ratio 460 to 440,1,CALL
zeno123 an of course looking at intra day is irrelevant for swing trading no sign revrs,-1,AN
zeno123 an of course looking at intra day is irrelevant for swing trading no sign revrs,-1,AT
zeno123 an of course looking at intra day is irrelevant for swing trading no sign revrs,-1,SIGN
some listened to my big signal on nvda this morning and are shocked how fast that money was,1,SOME
some listened to my big signal on nvda this morning and are shocked how fast that money was,1,BIG
some listened to my big signal on nvda this morning and are shocked how fast that money was,1,NVDA
some listened to my big signal on nvda this morning and are shocked how fast that money was,1,FAST
aap sharing a few thoughts have a great weekend posted video,-1,AAP
vng to taking an overnight position for few days 3.30 looks prime to someone accumulating some here to for something,1,AN
vng to taking an overnight position for few days 3.30 looks prime to someone accumulating some here to for something,1,SOME
cen hitting resistance near 84 again today imo when it breaks it will be a big run to new highs,1,CEN
cen hitting resistance near 84 again today imo when it breaks it will be a big run to new highs,1,IMO
cen hitting resistance near 84 again today imo when it breaks it will be a big run to new highs,1,IT
cen hitting resistance near 84 again today imo when it breaks it will be a big run to new highs,1,IT
cen hitting resistance near 84 again today imo when it breaks it will be a big run to new highs,1,BIG
cen hitting resistance near 84 again today imo when it breaks it will be a big run to new highs,1,RUN
schw to new 52 week hi and looking to close on hi to like it to we will buy more,1,SCHW
schw to new 52 week hi and looking to close on hi to like it to we will buy more,1,HI
schw to new 52 week hi and looking to close on hi to like it to we will buy more,1,HI
schw to new 52 week hi and looking to close on hi to like it to we will buy more,1,IT
schw to new 52 week hi and looking to close on hi to like it to we will buy more,1,MORE
csn good luck to everyone holding long cancer patients need this more than we do,1,GOOD
csn good luck to everyone holding long cancer patients need this more than we do,1,LONG
csn good luck to everyone holding long cancer patients need this more than we do,1,MORE
csn good luck to everyone holding long cancer patients need this more than we do,1,DO
aet dva nice job shaking off the hate and closing with bullish doji candles for the day,1,AET
aet dva nice job shaking off the hate and closing with bullish doji candles for the day,1,DVA
aet dva nice job shaking off the hate and closing with bullish doji candles for the day,1,NICE
aet dva nice job shaking off the hate and closing with bullish doji candles for the day,1,JOB
aap failed to get a candle close over the 50 percent retrace on the day inverse abcd imo,-1,AAP
aap failed to get a candle close over the 50 percent retrace on the day inverse abcd imo,-1,ABCD
aap failed to get a candle close over the 50 percent retrace on the day inverse abcd imo,-1,IMO
aap is dead no 2 ways about it,-1,AAP
aap is dead no 2 ways about it,-1,WAYS
aap is dead no 2 ways about it,-1,IT
netflix had a great year this week up 71 percent wow nfx,1,NFX
glad that the easy money trade is over every joker thought that making money in the market is synonym with getting long aap,-1,GLAD
glad that the easy money trade is over every joker thought that making money in the market is synonym with getting long aap,-1,LONG
glad that the easy money trade is over every joker thought that making money in the market is synonym with getting long aap,-1,AAP
cat ooking for miss gap fill to 89,-1,CAT
invn nice follow through day with great volume again,1,INVN
invn nice follow through day with great volume again,1,NICE
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,SOME
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,AGCO
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,CAM
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,HA
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,JEC
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,MCS
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,MOS
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,NKE
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,OSK
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,PG
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,TEX
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,TMO
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1,TOO
dont shoot the mailman point and figure target aap ndx qqq sorry heads,-1,AAP
the phase irrational exuberance comes to mind when thinking about the absurd valuations of these companies amzn cm ax nfx ddd nkd,-1,MIND
the phase irrational exuberance comes to mind when thinking about the absurd valuations of these companies amzn cm ax nfx ddd nkd,-1,AMZN
the phase irrational exuberance comes to mind when thinking about the absurd valuations of these companies amzn cm ax nfx ddd nkd,-1,CM
the phase irrational exuberance comes to mind when thinking about the absurd valuations of these companies amzn cm ax nfx ddd nkd,-1,NFX
